actual,proposed
0.0,53.845279693603516
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
206.4216766357422,0.0
230.29510498046875,0.0
254.16851806640625,0.0
271.22088623046875,0.0
291.68377685546875,0.0
308.73626708984375,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,1.3995195627212524
0.0,3.1809744834899902
0.0,4.983435153961182
0.0,6.806097507476807
0.0,8.5586576461792
0.0,10.154284477233887
0.0,11.6885404586792
0.0,13.208550453186035
0.0,14.625335693359375
0.0,15.987627983093262
0.0,17.29752540588379
0.0,18.512277603149414
0.0,19.680309295654297
0.0,20.848180770874023
0.0,21.971134185791016
0.0,24.089128494262695
0.0,25.08742904663086
0.0,26.047334671020508
0.0,27.726961135864258
0.0,29.32291030883789
0.0,30.07514762878418
0.0,30.753694534301758
0.0,31.361379623413086
0.0,31.900928497314453
0.0,32.41972351074219
0.0,32.873802185058594
0.0,33.31041717529297
0.0,33.68547821044922
0.0,34.001346588134766
0.0,34.30506896972656
0.0,34.92267608642578
0.0,35.23572540283203
0.0,35.53673553466797
0.0,35.781402587890625
0.0,36.06142044067383
0.0,36.33067321777344
0.0,36.58956527709961
0.0,36.838504791259766
0.0,37.07786560058594
0.0,37.30802536010742
0.0,37.48456573486328
0.0,37.65431594848633
0.0,37.81753921508789
0.0,37.92972183227539
0.0,38.03759002685547
0.0,38.186073303222656
0.0,38.284080505371094
0.0,38.33355712890625
0.0,38.336368560791016
0.0,38.24954605102539
0.0,38.07653045654297
0.0,37.865413665771484
0.0,37.66241455078125
0.0,37.422462463378906
0.0,37.19173812866211
0.0,36.92512130737305
0.0,36.624000549316406
0.0,36.33445739746094
0.0,36.14558029174805
0.0,35.87443923950195
0.0,35.56896209716797
0.0,35.230472564697266
0.0,34.949764251708984
0.0,34.590328216552734
0.0,34.24471664428711
0.0,33.91239929199219
0.0,33.197811126708984
0.0,32.86099624633789
0.0,32.537132263183594
0.0,32.22572708129883
0.0,31.836772918701172
0.0,31.462778091430664
0.0,31.013639450073242
0.0,30.537015914916992
0.0,30.03396224975586
0.0,29.505491256713867
0.0,28.997346878051758
0.0,28.508747100830078
0.0,27.99417495727539
0.0,27.45462989807129
0.0,26.93583869934082
0.0,26.392234802246094
0.0,25.780017852783203
0.0,25.146583557128906
0.0,24.537511825561523
0.0,24.04138946533203
0.0,23.609111785888672
0.0,23.148696899414062
0.0,22.705989837646484
0.0,22.280309677124023
0.0,21.871004104614258
0.0,21.522201538085938
0.0,21.186817169189453
0.0,20.81956672668457
0.0,20.421682357788086
0.0,20.039100646972656
0.0,19.581707000732422
0.0,19.052379608154297
0.0,18.54340934753418
0.0,18.098777770996094
0.0,17.716012954711914
0.0,17.34796905517578
0.0,17.038843154907227
0.0,16.831130981445312
0.0,16.63140869140625
0.0,16.39460563659668
0.0,16.166912078857422
0.0,15.903213500976562
0.0,15.604891777038574
0.0,15.318044662475586
0.0,15.086994171142578
0.0,14.685775756835938
0.0,14.165700912475586
0.0,13.531339645385742
0.0,12.831852912902832
0.0,12.114506721496582
0.0,11.469513893127441
0.0,10.938851356506348
0.0,10.42859935760498
0.0,9.803685188293457
0.0,9.113279342651367
0.0,8.404664039611816
0.0,7.723303318023682
0.0,7.023385047912598
0.0,6.30562686920166
0.0,5.570711135864258
0.0,4.953585147857666
0.0,4.360194683074951
0.0,3.7448668479919434
0.0,3.197965383529663
0.0,2.716862201690674
0.0,2.254262924194336
0.0,1.8542194366455078
0.0,1.5143258571624756
0.0,1.2770321369171143
0.0,1.1383883953094482
0.0,1.0498406887054443
0.0,1.0094622373580933
0.0,1.0601638555526733
0.0,1.1984386444091797
0.0,1.3761588335037231
0.0,1.636570692062378
0.0,2.0212533473968506
0.0,2.48066782951355
0.0,2.9671759605407715
0.0,3.479735851287842
0.0,4.017345428466797
0.0,4.579041481018066
0.0,5.2086567878723145
0.0,5.948347091674805
0.0,6.793874263763428
0.0,7.741171836853027
0.0,8.786321640014648
0.0,9.836037635803223
0.0,10.890142440795898
0.0,11.993232727050781
0.0,13.053895950317383
0.0,14.163288116455078
0.0,15.274774551391602
0.0,16.43303871154785
0.0,17.636281967163086
0.0,18.882768630981445
0.0,20.12607765197754
0.0,21.32156753540039
0.0,22.515840530395508
0.0,23.6641788482666
0.0,24.76835060119629
0.0,25.78529167175293
0.0,26.763118743896484
0.0,27.6585750579834
0.0,28.519588470458984
0.0,29.34748649597168
0.0,30.143543243408203
0.0,30.953746795654297
0.0,31.732786178588867
0.0,32.52662658691406
0.0,33.28993606567383
0.0,33.979122161865234
0.0,34.68656921386719
0.0,35.411563873291016
0.0,36.10867691040039
0.0,36.868507385253906
0.0,37.5991096496582
0.0,38.34637451171875
0.0,39.06489562988281
0.0,39.71102523803711
0.0,40.28753662109375
0.0,40.797115325927734
0.0,41.33185577392578
0.0,41.84602737426758
0.0,42.340423583984375
0.0,42.905330657958984
0.0,43.49327087402344
0.0,43.969078063964844
0.0,44.33705520629883
0.0,44.690879821777344
0.0,44.986331939697266
0.0,45.22565841674805
0.0,45.41101837158203
0.0,45.634010314941406
0.0,45.84842300415039
0.0,46.009830474853516
0.0,46.075504302978516
0.0,46.138648986816406
0.0,46.154605865478516
0.0,46.080421447753906
0.0,45.87480163574219
0.0,45.632328033447266
0.0,45.35441589355469
0.0,44.99766540527344
0.0,44.6098747253418
0.0,44.281761169433594
0.0,43.921504974365234
0.0,43.575103759765625
0.0,43.197261810302734
0.0,42.83395004272461
0.0,42.529380798339844
0.0,42.23652267456055
0.0,41.91016387939453
0.0,41.5068359375
0.0,40.9847297668457
0.0,40.3931770324707
0.0,39.73485565185547
0.0,38.92280197143555
0.0,38.007686614990234
0.0,36.94872283935547
0.0,35.79619598388672
0.0,34.553707122802734
0.0,33.179954528808594
0.0,31.769514083862305
0.0,30.368558883666992
0.0,28.887195587158203
0.0,27.28375816345215
0.0,25.6524658203125
0.0,24.03915023803711
0.0,22.35359764099121
0.0,20.688112258911133
0.0,18.997156143188477
0.0,17.281709671020508
0.0,15.632241249084473
0.0,14.046215057373047
0.0,12.47642993927002
0.0,10.877493858337402
0.0,7.861748695373535
0.0,5.20609188079834
0.0,4.0658345222473145
0.0,3.0141966342926025
0.0,2.092533588409424
0.0,1.3406059741973877
0.0,0.7518892288208008
0.0,0.2753426134586334
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.2476920783519745
0.0,0.6410335898399353
0.0,1.606726884841919
0.0,2.619239568710327
0.0,3.8166234493255615
0.0,5.147007942199707
0.0,6.605274677276611
0.0,8.141744613647461
0.0,9.708642959594727
0.0,11.304802894592285
0.0,12.929099082946777
0.0,14.580450057983398
0.0,16.16828727722168
0.0,17.695053100585938
0.0,19.163097381591797
0.0,20.529916763305664
0.0,21.754636764526367
0.0,22.887489318847656
0.0,23.9320068359375
0.0,24.89158821105957
0.0,25.769500732421875
0.0,26.52412223815918
0.0,27.2049560546875
0.0,27.859603881835938
0.0,28.533836364746094
0.0,29.092609405517578
0.0,29.540367126464844
0.0,30.01566505432129
0.0,30.56220817565918
0.0,31.087730407714844
0.0,31.548276901245117
0.0,31.946346282958984
0.0,32.329105377197266
0.0,32.741905212402344
0.0,33.18359375
0.0,33.65305709838867
0.0,34.193992614746094
0.0,34.7141227722168
0.0,35.2142448425293
0.0,35.695133209228516
0.0,36.20228576660156
0.0,36.68993377685547
0.0,37.20358657836914
0.0,37.6527214050293
0.0,38.03982162475586
0.0,38.41203689575195
0.0,39.11406326293945
0.0,39.355430603027344
0.0,39.497989654541016
0.0,39.5455436706543
0.0,39.59126281738281
0.0,39.500938415527344
0.0,39.414085388183594
0.0,39.24104690551758
0.0,38.985137939453125
0.0,38.73907470703125
0.0,38.45771026611328
0.0,38.23193359375
0.0,38.01483917236328
0.0,37.7165641784668
0.0,37.42976379394531
0.0,37.153995513916016
0.0,36.63386917114258
0.0,36.209659576416016
0.0,35.712242126464844
0.0,35.054901123046875
0.0,34.422847747802734
0.0,33.50175857543945
0.0,32.481807708740234
0.0,31.366796493530273
0.0,29.000368118286133
0.0,27.884967803955078
0.0,26.54389190673828
0.0,25.075345993041992
0.0,22.042110443115234
0.0,20.433368682861328
0.0,18.841737747192383
0.0,17.177032470703125
0.0,15.531590461730957
0.0,13.904675483703613
0.0,12.25080680847168
0.0,10.615784645080566
0.0,8.909361839294434
0.0,7.223806381225586
0.0,5.558316707611084
0.0,4.00164794921875
0.0,2.5048511028289795
0.0,1.06562340259552
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.4378521740436554
0.0,1.6743757724761963
0.0,2.952864170074463
0.0,4.316470623016357
0.0,5.7619171142578125
0.0,7.151769638061523
0.0,8.577693939208984
0.0,10.038301467895508
0.0,11.532255172729492
0.0,12.968749046325684
0.0,14.439520835876465
0.0,15.898487091064453
0.0,17.34610366821289
0.0,18.7380428314209
0.0,20.12120819091797
0.0,21.40641212463379
0.0,22.686948776245117
0.0,23.962997436523438
0.0,25.145204544067383
0.0,26.2371768951416
0.0,27.287151336669922
0.0,28.34150505065918
0.0,31.179628372192383
0.0,32.82327651977539
0.0,33.619937896728516
0.0,34.3411979675293
0.0,35.0794792175293
0.0,35.744598388671875
0.0,36.42890548706055
0.0,37.0421257019043
0.0,37.542232513427734
0.0,38.023109436035156
0.0,38.351200103759766
0.0,38.66667175292969
0.0,39.32514190673828
0.0,39.46886444091797
0.0,39.607059478759766
0.0,39.60565185546875
0.0,39.693824768066406
0.0,39.8233642578125
0.0,39.858402252197266
0.0,39.847328186035156
0.0,39.8366813659668
0.0,39.82644271850586
0.0,39.77183532714844
0.0,39.71932601928711
0.0,39.66883850097656
0.0,39.530765533447266
0.0,39.39800262451172
0.0,39.225582122802734
0.0,39.059791564941406
0.0,38.85561752319336
0.0,38.56977081298828
0.0,38.20539093017578
0.0,37.43033218383789
0.0,37.06501388549805
0.0,36.7137451171875
0.0,36.3759880065918
0.0,35.65114212036133
0.0,34.80537414550781
0.0,34.138153076171875
0.0,33.4965934753418
0.0,32.87970733642578
0.0,32.0627326965332
0.0,31.277177810668945
0.0,30.298023223876953
0.0,29.17747688293457
0.0,28.10003089904785
0.0,26.8402099609375
0.0,25.539316177368164
0.0,24.198930740356445
0.0,22.910097122192383
0.0,21.491785049438477
0.0,18.682422637939453
0.0,17.023845672607422
0.0,15.3395357131958
0.0,13.675243377685547
0.0,12.074962615966797
0.0,10.53623104095459
0.0,9.011918067932129
0.0,7.546232223510742
0.0,6.181682586669922
0.0,4.8696160316467285
0.0,3.6080129146575928
0.0,2.3501698970794678
0.0,1.1854687929153442
0.0,0.11032753437757492
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.8652189373970032
0.0,2.8194382190704346
0.0,3.9195988178253174
0.0,5.06696891784668
0.0,6.214972972869873
0.0,7.408349990844727
0.0,8.600591659545898
0.0,9.791741371154785
0.0,10.937077522277832
0.0,12.083125114440918
0.0,13.185094833374023
0.0,14.244681358337402
0.0,15.263513565063477
0.0,16.198396682739258
0.0,17.09732437133789
0.0,17.9616756439209
0.0,18.882307052612305
0.0,19.633241653442383
0.0,20.26576805114746
0.0,20.82920265197754
0.0,21.370967864990234
0.0,21.891895294189453
0.0,22.392786026000977
0.0,22.874412536621094
0.0,23.337514877319336
0.0,23.782804489135742
0.0,24.210969924926758
0.0,24.622665405273438
0.0,25.486968994140625
0.0,25.804824829101562
0.0,26.06569480895996
0.0,26.182241439819336
0.0,26.249542236328125
0.0,26.419519424438477
0.0,26.298643112182617
0.0,26.182416915893555
0.0,25.936370849609375
0.0,25.699787139892578
0.0,25.165769577026367
0.0,24.869300842285156
0.0,24.539470672607422
0.0,24.13279914855957
0.0,23.145410537719727
0.0,22.702829360961914
0.0,22.366798400878906
0.0,22.043691635131836
0.0,21.55396270751953
0.0,20.94877815246582
0.0,20.277345657348633
0.0,19.58697509765625
0.0,18.92315673828125
0.0,18.2401065826416
0.0,16.774477005004883
0.0,15.995014190673828
0.0,15.156007766723633
0.0,14.259742736816406
0.0,13.308423042297363
0.0,12.348933219909668
0.0,11.292055130004883
0.0,10.231063842773438
0.0,9.2108793258667
0.0,8.185169219970703
0.0,7.15414571762085
0.0,6.162776947021484
0.0,5.164778232574463
0.0,3.2824583053588867
0.0,2.350477457046509
0.0,1.2752878665924072
0.0,0.19669194519519806
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.0
0.0,0.1267705261707306
0.0,1.3304952383041382
0.0,2.532686471939087
0.0,3.778162717819214
0.0,5.110026836395264
0.0,6.4801926612854
0.0,7.887182712554932
0.0,9.329585075378418
0.0,10.761273384094238
0.0,12.137897491455078
0.0,13.506338119506836
0.0,14.86690616607666
0.0,16.219907760620117
0.0,17.56563377380371
0.0,18.90436553955078
0.0,20.236371994018555
0.0,21.561908721923828
0.0,22.791702270507812
0.0,23.97419548034668
0.0,25.155969619750977
0.0,26.381816864013672
0.0,27.650041580200195
184.16587829589844,28.869487762451172
0.0,30.17632484436035
0.0,31.388134002685547
0.0,32.50857162475586
0.0,33.630680084228516
0.0,34.70962905883789
0.0,35.7470817565918
0.0,36.744632720947266
0.0,37.70381546020508
0.0,38.62610626220703
0.0,39.423397064208984
0.0,40.706790924072266
0.0,41.28976821899414
0.0,42.389320373535156
0.0,42.90758514404297
0.0,43.40591812133789
0.0,44.25801467895508
0.0,44.65964126586914
0.0,45.417152404785156
0.0,46.468727111816406
0.0,47.44096755981445
187.57603454589844,48.603271484375
0.0,49.106353759765625
0.0,49.54532241821289
0.0,49.9674072265625
0.0,50.37325668334961
0.0,50.80826187133789
0.0,51.58395767211914
0.0,51.882869720458984
0.0,52.215049743652344
0.0,52.75376510620117
0.0,52.962921142578125
0.0,53.3574104309082
0.0,53.45872497558594
0.0,53.416954040527344
0.0,53.33816909790039
0.0,52.91411209106445
0.0,52.62471008300781
0.0,52.16667556762695
0.0,51.81649398803711
0.0,51.43501663208008
0.0,51.0234489440918
0.0,50.627716064453125
0.0,50.20243835449219
0.0,49.793514251708984
0.0,49.40032196044922
0.0,48.74652862548828
0.0,48.39360046386719
0.0,48.09901428222656
0.0,47.86051559448242
0.0,47.63119125366211
0.0,47.41069030761719
0.0,47.153907775878906
0.0,46.86223602294922
0.0,46.581783294677734
0.0,46.31211853027344
0.0,46.008060455322266
0.0,45.7156982421875
0.0,45.4345817565918
0.0,45.119510650634766
0.0,44.72703170776367
0.0,44.30488586425781
0.0,43.89897537231445
0.0,43.46391677856445
0.0,43.00082778930664
0.0,42.215206146240234
0.0,41.488853454589844
0.0,41.10172653198242
0.0,40.7294921875
0.0,39.93961715698242
0.0,39.522552490234375
0.0,39.121524810791016
0.0,38.691162109375
0.0,38.27735137939453
0.0,37.924217224121094
0.0,37.58466720581055
0.0,37.258174896240234
0.0,36.98900604248047
0.0,36.56913375854492
0.0,36.3712272644043
0.0,35.91015625
0.0,35.692832946777344
0.0,35.48386764526367
0.0,35.13450622558594
0.0,35.03654098510742
0.0,34.939571380615234
0.0,34.89386749267578
0.0,34.80516052246094
0.0,34.80938720703125
0.0,34.85821533203125
0.0,34.86250305175781
0.0,34.864524841308594
0.0,34.86647033691406
0.0,34.91310501098633
0.0,35.088863372802734
0.0,35.08218002319336
0.0,35.03098678588867
0.0,35.026527404785156
0.0,35.02224349975586
0.0,35.01811981201172
0.0,34.8798713684082
0.0,34.70217514038086
0.0,34.53131103515625
0.0,34.36701965332031
0.0,33.9693489074707
0.0,33.737144470214844
0.0,33.46910858154297
0.0,33.166622161865234
0.0,32.83100509643555
0.0,32.46353530883789
0.0,32.065433502197266
0.0,31.226770401000977
0.0,30.626991271972656
0.0,30.344289779663086
0.0,30.117223739624023
0.0,29.89889144897461
0.0,29.733720779418945
0.0,29.530139923095703
0.0,29.334388732910156
0.0,28.96518325805664
0.0,28.83592414855957
0.0,28.666872024536133
0.0,28.504323959350586
0.0,28.437549591064453
0.0,28.3994140625
0.0,28.291915893554688
0.0,28.143787384033203
0.0,28.04612159729004
0.0,27.907447814941406
0.0,27.774106979370117
0.0,27.690658569335938
0.0,27.61042022705078
0.0,27.533267974853516
0.0,27.459081649780273
0.0,27.38775062561035
0.0,27.363922119140625
0.0,27.34100914001465
0.0,27.209997177124023
0.0,27.193004608154297
0.0,27.2214298248291
0.0,27.203998565673828
0.0,27.052949905395508
0.0,26.907711029052734
0.0,26.723295211791992
0.0,26.54597282409668
0.0,26.330705642700195
0.0,26.12371826171875
0.0,25.924692153930664
0.0,25.733322143554688
0.0,25.5493106842041
0.0,25.372377395629883
0.0,25.20224952697754
0.0,24.881370544433594
0.0,24.774890899658203
0.0,24.67250633239746
0.0,24.479400634765625
0.0,24.343616485595703
0.0,24.25782012939453
0.0,24.175323486328125
0.0,24.05123519897461
0.0,23.729389190673828
0.0,23.443401336669922
0.0,23.168415069580078
0.0,22.85923957824707
0.0,22.517192840576172
0.0,22.143539428710938
0.0,21.784255981445312
0.0,21.48355484008789
0.0,21.194419860839844
0.0,20.916404724121094
0.0,20.64908218383789
0.0,20.39204216003418
0.0,20.144887924194336
0.0,19.907238006591797
0.0,19.678730010986328
0.0,19.414247512817383
0.0,19.159936904907227
0.0,18.915409088134766
0.0,18.68028450012207
0.0,18.45420265197754
0.0,18.281579971313477
0.0,18.115598678588867
0.0,17.95599937438965
0.0,17.757774353027344
0.0,17.522411346435547
0.0,17.296100616455078
0.0,17.033733367919922
0.0,16.691930770874023
0.0,16.27374839782715
0.0,15.826885223388672
0.0,15.441972732543945
0.0,15.11662769317627
0.0,14.803796768188477
0.0,14.547760963439941
0.0,14.346336364746094
0.0,14.19742202758789
0.0,14.009471893310547
0.0,13.828750610351562
0.0,13.654980659484863
0.0,13.443129539489746
0.0,13.194664001464844
0.0,13.000517845153809
0.0,12.813838958740234
0.0,12.634340286254883
0.0,12.506508827209473
0.0,12.428357124328613
0.0,12.30844783782959
0.0,12.058859825134277
0.0,11.863635063171387
0.0,11.675918579101562
0.0,11.49542236328125
0.0,11.277104377746582
0.0,11.022419929504395
0.0,10.732771873474121
0.0,10.4990234375
0.0,10.22950553894043
0.0,9.925589561462402
0.0,9.588600158691406
0.0,9.219807624816895
0.0,8.86520004272461
0.0,8.108570098876953
0.0,7.796701908111572
0.0,7.496829032897949
0.0,7.208489418029785
0.0,6.931239604949951
0.0,6.619889736175537
0.0,6.320515155792236
0.0,5.98789119720459
0.0,4.977024555206299
0.0,4.561786651611328
0.0,4.117755889892578
0.0,3.6460394859313965
0.0,3.147702693939209
0.0,2.7132961750030518
0.0,2.3403611183166504
0.0,2.026533365249634
0.0,1.724775791168213
0.0,1.3898608684539795
0.0,1.0230636596679688
0.0,0.7151375412940979
0.0,0.46381834149360657
0.0,0.2669288218021393
0.0,0.0
0.0,0.11830450594425201
0.0,0.24804498255252838
0.0,0.2385047972202301
0.0,0.22933153808116913
0.0,0.26527464389801025
0.0,0.29983532428741455
0.0,0.33306676149368286
0.0,0.3650200366973877
0.0,0.4852714538574219
0.0,0.6008978486061096
0.0,0.7568367719650269
0.0,0.9963051080703735
0.0,1.3160902261734009
0.0,1.7130992412567139
0.0,2.1396021842956543
0.0,2.639228343963623
0.0,3.757181406021118
0.0,4.966394901275635
0.0,5.536348819732666
0.0,6.084381103515625
0.0,6.611335277557373
0.0,7.1180219650268555
0.0,7.649984359741211
0.0,8.161486625671387
0.0,8.608551979064941
0.0,8.99366283416748
0.0,9.363962173461914
0.0,9.720019340515137
0.0,10.06238079071045
0.0,10.34681224822998
0.0,10.665066719055176
0.0,10.971080780029297
0.0,11.265325546264648
0.0,11.682539939880371
0.0,12.217998504638672
0.0,12.82238483428955
0.0,13.493053436279297
0.0,14.22745418548584
0.0,14.978367805480957
0.0,15.745163917541504
0.0,16.527231216430664
0.0,17.323984146118164
0.0,18.000564575195312
0.0,18.56159782409668
0.0,19.056291580200195
0.0,19.487194061279297
0.0,19.90152359008789
0.0,20.344680786132812
0.0,20.591739654541016
0.0,20.73977279663086
0.0,20.83734893798828
0.0,20.975934982299805
0.0,21.153955459594727
0.0,21.41465187072754
0.0,21.99415397644043
0.0,22.356826782226562
0.0,22.705549240112305
0.0,23.04085922241211
0.0,23.31850814819336
0.0,23.6302433013916
0.0,23.97475242614746
0.0,24.306011199951172
0.0,24.624528884887695
0.0,24.886032104492188
0.0,25.092714309692383
0.0,25.336210250854492
0.0,25.525577545166016
0.0,25.707660675048828
0.0,25.927505493164062
0.0,26.13889503479004
0.0,26.342151641845703
0.0,26.44806671142578
0.0,26.460378646850586
0.0,26.427459716796875
0.0,26.306278228759766
0.0,26.18975830078125
0.0,26.122482299804688
0.0,26.05779457092285
0.0,25.950830459594727
0.0,25.892745971679688
0.0,25.792129516601562
0.0,25.605857849121094
0.0,25.166723251342773
0.0,24.73592758178711
0.0,24.27693748474121
0.0,23.790836334228516
0.0,23.27867317199707
0.0,22.741443634033203
0.0,22.224878311157227
0.0,21.68341636657715
0.0,21.207542419433594
0.0,20.794736862182617
0.0,20.26351547241211
0.0,19.707963943481445
0.0,19.08425521850586
0.0,18.35024642944336
0.0,17.554941177368164
0.0,16.745460510253906
0.0,15.922353744506836
0.0,15.086141586303711
0.0,14.28209114074707
0.0,13.508965492248535
0.0,12.631285667419434
0.0,11.69783878326416
0.0,10.800294876098633
0.0,10.02679443359375
0.0,9.372570991516113
